0,0.013111814,Retrieve
0,0.020336068,Increment
71,0.017699125,Retrieve
71,0.020092544,Increment
145,0.0145039,Retrieve
145,0.019863075,Increment
217,0.013274951,Retrieve
217,0.018525415,Increment
288,0.014273962,Retrieve
288,0.022910649,Increment
364,0.013135328,Retrieve
364,0.022294094,Increment
436,0.01678201,Retrieve
436,0.022215095,Increment
513,0.01537804,Retrieve
513,0.020875588,Increment
587,0.017811051,Retrieve
587,0.023136666,Increment
665,0.012548632,Retrieve
665,0.018092927,Increment
732,0.012180302,Retrieve
732,0.022840494,Increment
803,0.013512755,Retrieve
803,0.02438007,Increment
879,0.01797399,Retrieve
879,0.022118779,Increment
958,0.015144959,Retrieve
958,0.021743803,Increment
1034,0.01283753,Retrieve
1034,0.022889985,Increment
1110,0.012640208,Retrieve
1110,0.028109818,Increment
1188,0.012008004,Retrieve
1188,0.025286111,Increment
1264,0.014797009,Retrieve
1264,0.021606822,Increment
1338,0.014475371,Retrieve
1338,0.025848435,Increment
1415,0.017496344,Retrieve
1415,0.019740352,Increment
1490,0.016811703,Retrieve
1490,0.024256737,Increment
1569,0.012702309,Retrieve
1569,0.020889724,Increment
1642,0.01476577,Retrieve
1642,0.022943321,Increment
1719,0.015030415,Retrieve
1719,0.020581798,Increment
1791,0.013453429,Retrieve
1791,0.022340742,Increment
1866,0.017159491,Retrieve
1866,0.021545224,Increment
1941,0.011408907,Retrieve
1941,0.021687658,Increment
2013,0.009701026,Retrieve
2013,0.023347918,Increment
2083,0.015968977,Retrieve
2083,0.023854667,Increment
2159,0.012595647,Retrieve
2159,0.022234139,Increment
2231,0.013918608,Retrieve
2231,0.020673058,Increment
2301,0.021818872,Retrieve
2301,0.026630378,Increment
2388,0.014433769,Retrieve
2388,0.022445917,Increment
2462,0.015908231,Retrieve
2462,0.030487003,Increment
2546,0.017100282,Retrieve
2546,0.023313073,Increment
2622,0.01204824,Retrieve
2622,0.021372276,Increment
2691,0.014021578,Retrieve
2691,0.021210027,Increment
2763,0.015202872,Retrieve
2763,0.021477857,Increment
2836,0.010696764,Retrieve
2836,0.023081836,Increment
2908,0.011359445,Retrieve
2908,0.02207424,Increment
2979,0.016351958,Retrieve
2979,0.019418794,Increment
3050,0.015059658,Retrieve
3050,0.025093815,Increment
3127,0.012568918,Retrieve
3127,0.023783206,Increment
3199,0.0127824,Retrieve
3199,0.023317756,Increment
3271,0.010778505,Retrieve
3271,0.0210925,Increment
3341,0.0103031,Retrieve
3341,0.021797874,Increment
3409,0.011820962,Retrieve
3409,0.021187828,Increment
3477,0.011556536,Retrieve
3477,0.022712155,Increment
3547,0.013827896,Retrieve
3547,0.020717634,Increment
3617,0.011216858,Retrieve
3617,0.02113204,Increment
3684,0.014619723,Retrieve
3684,0.021085804,Increment
3757,0.013395301,Retrieve
3757,0.02042963,Increment
3826,0.01495758,Retrieve
3826,0.021177853,Increment
3900,0.012994771,Retrieve
3900,0.02284996,Increment
3974,0.012917509,Retrieve
3974,0.021552956,Increment
4043,0.01235325,Retrieve
4043,0.022232408,Increment
4117,0.011660697,Retrieve
4117,0.020729495,Increment
4187,0.012654766,Retrieve
4187,0.028222526,Increment
4268,0.011190038,Retrieve
4268,0.02215892,Increment
4341,0.011223455,Retrieve
4341,0.023018795,Increment
4414,0.014183539,Retrieve
4414,0.021619234,Increment
4489,0.014578054,Retrieve
4489,0.024589153,Increment
4567,0.017950298,Retrieve
4567,0.021502363,Increment
4645,0.01468275,Retrieve
4645,0.026071034,Increment
4724,0.01308779,Retrieve
4724,0.022289954,Increment
4798,0.011616089,Retrieve
4798,0.0245929,Increment
4874,0.012793935,Retrieve
4874,0.021591053,Increment
4946,0.01165429,Retrieve
4946,0.018982724,Increment
5017,0.015016775,Retrieve
5017,0.01966788,Increment
5091,0.016857027,Retrieve
5091,0.023193883,Increment
5169,0.012984816,Retrieve
5169,0.022611292,Increment
5244,0.011512007,Retrieve
5244,0.020200911,Increment
5316,0.011564652,Retrieve
5316,0.029468461,Increment
5397,0.016026478,Retrieve
5397,0.020263203,Increment
5471,0.014260742,Retrieve
5471,0.021456022,Increment
5547,0.012741105,Retrieve
5547,0.019789193,Increment
5617,0.014674995,Retrieve
5617,0.022202661,Increment
5691,0.012540674,Retrieve
5691,0.021515582,Increment
5763,0.011898545,Retrieve
5763,0.021845492,Increment
5838,0.014774147,Retrieve
5838,0.023235782,Increment
5916,0.010595355,Retrieve
5916,0.023158819,Increment
5987,0.01594255,Retrieve
5987,0.02468373,Increment
6067,0.012326143,Retrieve
6067,0.020463495,Increment
6136,0.012122392,Retrieve
6136,0.019011204,Increment
6206,0.014040962,Retrieve
6206,0.020920611,Increment
6280,0.010711833,Retrieve
6280,0.021400192,Increment
6350,0.016533253,Retrieve
6350,0.025292107,Increment
6430,0.013139162,Retrieve
6430,0.019796774,Increment
6502,0.009792205,Retrieve
6502,0.022655268,Increment
6572,0.013308265,Retrieve
